# target qid ck12_retrieval_features_sum ck12_retrieval_features_max study_cards_retrieval_features_max study_cards_retrieval_features_sum 
1 qid:102139 1:4.20512467622757 2:1.0218114852905273 3:1.0018298625946045 4:4.27443540096283
1 qid:102140 1:0.8636904954910278 2:0.21307919919490814 3:0.7461405992507935 4:1.6309197396039963
1 qid:102140 1:0.6989180892705917 2:0.15896788239479065 3:0.5469693541526794 4:1.7105525135993958
1 qid:102140 1:0.7439429312944412 2:0.16497643291950226 3:0.7946085333824158 4:1.613286554813385
2 qid:102140 1:0.775308296084404 2:0.16956518590450287 3:0.8194015026092529 4:1.6636235266923904
1 qid:102141 1:4.1836161613464355 2:0.9789406061172485 3:1.8495283126831055 4:8.45529294013977
1 qid:102141 1:3.586665630340576 2:0.9551500082015991 3:2.266824245452881 4:10.588209629058838
1 qid:102141 1:3.638670802116394 2:0.9525430202484131 3:2.1172587871551514 4:8.330834746360779
2 qid:102141 1:4.24239718914032 2:1.578131079673767 3:2.071650743484497 4:8.924463987350464
1 qid:102142 1:1.6671534478664398 2:0.3799850046634674 3:0.3634650409221649 4:1.3378902524709702
1 qid:102142 1:1.4052394330501556 2:0.2992989718914032 3:0.41929930448532104 4:1.4890026599168777
1 qid:102142 1:1.5290356278419495 2:0.3081018328666687 3:0.34549227356910706 4:1.2132648825645447
2 qid:102142 1:1.2058753669261932 2:0.25166383385658264 3:0.3284645080566406 4:1.2564584463834763
2 qid:102143 1:7.136753797531128 2:1.5008896589279175 3:2.0895166397094727 4:9.828071236610413
1 qid:102143 1:7.2807537317276 2:1.5281925201416016 3:2.006319046020508 4:9.627246141433716
1 qid:102143 1:4.745162546634674 2:1.0372201204299927 3:1.360499382019043 4:6.516284346580505
1 qid:102143 1:4.745162546634674 2:1.0372201204299927 3:1.3616578578948975 4:6.521833181381226
2 qid:102144 1:7.084224104881287 2:1.502596378326416 3:1.6952602863311768 4:7.962453007698059
1 qid:102144 1:5.279238343238831 2:1.1236666440963745 3:1.468068242073059 4:6.56315541267395
1 qid:102144 1:5.147929787635803 2:1.109717607498169 3:1.4584484100341797 4:6.520563244819641
1 qid:102144 1:5.086560904979706 2:1.2861597537994385 3:1.7879624366760254 4:7.203234314918518
1 qid:102145 1:1.6154133677482605 2:0.3599393665790558 3:0.957558274269104 4:4.78779137134552
1 qid:102145 1:1.3427134156227112 2:0.3051275908946991 3:2.005429267883301 4:5.640452563762665
2 qid:102145 1:2.9316863417625427 2:0.6785046458244324 3:2.0454187393188477 4:9.971416234970093
1 qid:102145 1:1.800303876399994 2:0.4593507647514343 3:1.1496338844299316 4:5.134703814983368
2 qid:102146 1:0.8797115832567215 2:0.19936002790927887 3:0.39398548007011414 4:1.728242188692093
1 qid:102146 1:1.0534408688545227 2:0.30957362055778503 3:0.3939710259437561 4:1.7011304050683975
1 qid:102146 1:0.7925928235054016 2:0.18105065822601318 3:0.39606958627700806 4:1.5962580293416977
1 qid:102146 1:0.8889909833669662 2:0.19745394587516785 3:0.5120843052864075 4:1.76389479637146
1 qid:102147 1:3.0493814945220947 2:0.6893085241317749 3:3.3018593788146973 4:11.76758623123169
2 qid:102147 1:3.7399327158927917 2:0.8601793050765991 3:3.2594430446624756 4:15.189336061477661
1 qid:102147 1:2.892260402441025 2:0.6272962689399719 3:2.2072300910949707 4:10.033337712287903
1 qid:102147 1:2.2546457648277283 2:0.608720064163208 3:2.0157594680786133 4:9.459096312522888
1 qid:102148 1:2.7207172513008118 2:0.5993362665176392 3:0.9044876098632812 4:4.338240742683411
1 qid:102148 1:2.736074000597 2:0.6027191281318665 3:0.9138687252998352 4:4.383235991001129
2 qid:102148 1:3.410275250673294 2:1.0058379173278809 3:1.8023008108139038 4:7.096356749534607
1 qid:102148 1:2.9412721395492554 2:0.7455460429191589 3:1.2426260709762573 4:5.2209120988845825
1 qid:102149 1:5.071758806705475 2:1.3311822414398193 3:1.544549584388733 4:7.519237995147705
1 qid:102149 1:4.488086640834808 2:1.0268945693969727 3:1.9788283109664917 4:9.299101710319519
2 qid:102149 1:5.388669550418854 2:1.2918574810028076 3:2.230966567993164 4:10.232840299606323
1 qid:102149 1:4.398531198501587 2:1.0154536962509155 3:1.5249313116073608 4:7.332064151763916
1 qid:102150 1:3.1583173274993896 2:0.7638229727745056 3:1.280762791633606 4:5.705201506614685
1 qid:102150 1:3.50566029548645 2:1.140001654624939 3:1.6330136060714722 4:6.579511284828186
1 qid:102150 1:3.9400172233581543 2:1.0636736154556274 3:2.594932794570923 4:8.501461029052734
2 qid:102150 1:4.772014081478119 2:1.0414671897888184 3:2.2154059410095215 4:9.43218445777893
1 qid:102151 1:4.450350880622864 2:0.9461504817008972 3:1.676391363143921 4:7.758742332458496
1 qid:102151 1:3.4746399521827698 2:0.7538401484489441 3:2.522793769836426 4:10.985870361328125
2 qid:102151 1:5.609488546848297 2:1.4242839813232422 3:2.0200767517089844 4:9.796699404716492
1 qid:102151 1:3.0459126830101013 2:0.7383140325546265 3:1.3261950016021729 4:6.217164874076843
2 qid:102152 1:1.268715813755989 2:0.31036967039108276 3:0.6216637492179871 4:2.4592876732349396
1 qid:102152 1:1.2656634598970413 2:0.31334489583969116 3:0.6711274981498718 4:2.55966579914093
1 qid:102152 1:1.110230267047882 2:0.2673216760158539 3:0.5727523565292358 4:2.1844651997089386
1 qid:102152 1:1.0204940736293793 2:0.254750519990921 3:0.4097197353839874 4:1.5649332702159882
1 qid:102153 1:4.3942089676856995 2:0.888962984085083 3:2.679696559906006 4:10.882866621017456
1 qid:102153 1:4.5944923758506775 2:0.9441765546798706 3:2.7407641410827637 4:10.91115415096283
1 qid:102153 1:4.942929625511169 2:1.2055436372756958 3:2.63930344581604 4:11.248010277748108
2 qid:102153 1:8.329506754875183 2:1.8795263767242432 3:4.339442253112793 4:15.098941087722778
2 qid:102154 1:2.9149550795555115 2:0.6220973134040833 3:0.6281832456588745 4:2.6290258169174194
1 qid:102154 1:1.8232330977916718 2:0.41227322816848755 3:0.7992212176322937 4:3.49080491065979
1 qid:102154 1:1.733669489622116 2:0.40355563163757324 3:0.2889004945755005 4:1.3840956687927246
1 qid:102154 1:2.3908563554286957 2:0.5625433921813965 3:0.49245280027389526 4:1.992159515619278
2 qid:102155 1:2.138286054134369 2:0.5062810778617859 3:0.6039249897003174 4:2.715788871049881
1 qid:102155 1:2.138286054134369 2:0.5062810778617859 3:0.6039249897003174 4:2.715788871049881
1 qid:102155 1:3.365723729133606 2:0.7325229048728943 3:1.0710742473602295 4:4.688533842563629
1 qid:102155 1:2.652501493692398 2:0.5736002326011658 3:0.7831047773361206 4:3.337475895881653
1 qid:102156 1:4.923213720321655 2:1.0540833473205566 3:1.5268757343292236 4:6.870940804481506
1 qid:102156 1:5.581885457038879 2:1.1981775760650635 3:1.7990869283676147 4:8.15150010585785
1 qid:102156 1:3.0319088101387024 2:0.6380977034568787 3:0.8657302260398865 4:3.9468225240707397
2 qid:102156 1:3.709209144115448 2:0.9784637689590454 3:0.9694885611534119 4:4.532689034938812
1 qid:102157 1:3.3525091409683228 2:0.7262381911277771 3:2.074735641479492 4:8.061599373817444
2 qid:102157 1:2.1506602466106415 2:0.5261412858963013 3:0.6866504549980164 4:2.9980744123458862
1 qid:102157 1:4.167082726955414 2:0.9457581639289856 3:1.3821219205856323 4:4.996421933174133
1 qid:102157 1:2.5736966729164124 2:0.650356113910675 3:1.7890582084655762 4:6.496560513973236
1 qid:102158 1:1.8912366926670074 2:0.4766257405281067 3:3.8825595378875732 4:6.76187002658844
2 qid:102158 1:1.7551016807556152 2:0.420101523399353 3:5.661496639251709 4:8.406511545181274
1 qid:102158 1:1.4082710593938828 2:0.3697704076766968 3:3.3004727363586426 4:5.444520682096481
1 qid:102158 1:1.6738267838954926 2:0.42736706137657166 3:3.731635093688965 4:6.155774176120758
1 qid:102159 1:3.3886703848838806 2:0.8096360564231873 3:1.7279052734375 4:7.548556208610535
2 qid:102159 1:3.169270634651184 2:0.898034930229187 3:4.730251789093018 4:17.931359887123108
1 qid:102159 1:2.4954658150672913 2:0.5997556447982788 3:0.6986259818077087 4:2.8897542357444763
1 qid:102159 1:3.3737127780914307 2:0.7136757969856262 3:2.3255910873413086 4:9.555574297904968
1 qid:102160 1:7.699086904525757 2:1.9782887697219849 3:3.156680107116699 4:13.650142431259155
1 qid:102160 1:7.811738967895508 2:1.9060943126678467 3:3.2074756622314453 4:13.869792699813843
1 qid:102160 1:7.717092871665955 2:1.8509421348571777 3:3.2083377838134766 4:13.873520851135254
2 qid:102160 1:10.181125402450562 2:2.2242681980133057 3:3.302213430404663 4:15.647480964660645
1 qid:102161 1:2.148502290248871 2:0.5196309089660645 3:1.193941354751587 4:5.048880696296692
1 qid:102161 1:1.5596815943717957 2:0.6142142415046692 3:0.8768695592880249 4:3.5079745054244995
1 qid:102161 1:1.233493149280548 2:0.3611159920692444 3:0.5343650579452515 4:2.4169905483722687
2 qid:102161 1:1.5913828909397125 2:0.45352044701576233 3:0.964442789554596 4:3.8819544911384583
1 qid:102162 1:3.644650459289551 2:0.8196045160293579 3:1.0245000123977661 4:3.756365716457367
1 qid:102162 1:3.1156997084617615 2:0.6974833011627197 3:0.8992061614990234 4:3.4649378657341003
2 qid:102162 1:3.0665647983551025 2:0.7059860825538635 3:0.7918868064880371 4:2.993816912174225
1 qid:102162 1:3.7468557357788086 2:0.8740183711051941 3:1.099108099937439 4:4.436181545257568
1 qid:102163 1:3.5961815118789673 2:0.8743648529052734 3:1.9044690132141113 4:7.107556581497192
2 qid:102163 1:3.5989617109298706 2:0.8783837556838989 3:1.9068052768707275 4:7.116275429725647
1 qid:102163 1:3.5606030225753784 2:0.8624394536018372 3:1.8839908838272095 4:7.031130909919739
1 qid:102163 1:3.4194965958595276 2:0.8345824480056763 3:1.8539090156555176 4:6.918864369392395
1 qid:102164 1:1.7627139687538147 2:0.3568694591522217 3:0.7101997137069702 4:3.005855917930603
2 qid:102164 1:1.8923469483852386 2:0.4231344759464264 3:0.7052361965179443 4:3.0947974920272827
1 qid:102164 1:1.7839201390743256 2:0.40342774987220764 3:0.7058343887329102 4:2.897742986679077
1 qid:102164 1:1.6415223181247711 2:0.33656391501426697 3:0.5524143576622009 4:2.6525201499462128
1 qid:102165 1:1.52216137945652 2:0.3824685215950012 3:0.4731595814228058 4:2.0552948117256165
1 qid:102165 1:1.385806530714035 2:0.3010520339012146 3:0.419014036655426 4:1.7725070714950562
2 qid:102165 1:1.4897638857364655 2:0.33773073554039 3:0.5163019299507141 4:2.213497132062912
1 qid:102165 1:1.3511501252651215 2:0.31344255805015564 3:0.5038688778877258 4:1.9041209518909454
1 qid:102166 1:5.123713493347168 2:1.0529124736785889 3:2.163823366165161 4:10.609254360198975
1 qid:102166 1:3.2764790654182434 2:0.7607185244560242 3:3.326639175415039 4:14.17934274673462
1 qid:102166 1:4.57726377248764 2:1.0026099681854248 3:2.6770524978637695 4:12.79780650138855
2 qid:102166 1:7.94308602809906 2:1.6489120721817017 3:3.4807629585266113 4:14.710717916488647
2 qid:102167 1:7.599269866943359 2:1.6507595777511597 3:2.1218745708465576 4:9.766394138336182
1 qid:102167 1:7.192310690879822 2:1.5303406715393066 3:2.202357769012451 4:9.341785192489624
1 qid:102167 1:6.823080897331238 2:1.5959594249725342 3:1.7894113063812256 4:8.439584255218506
1 qid:102167 1:8.027474522590637 2:1.8575084209442139 3:2.112102508544922 4:9.753520011901855
1 qid:102168 1:4.189298689365387 2:0.982535183429718 3:1.2669744491577148 4:5.46622759103775
2 qid:102168 1:3.9788971543312073 2:0.8440112471580505 3:1.195031762123108 4:5.148378849029541
1 qid:102168 1:4.062115967273712 2:0.9084094762802124 3:1.3320153951644897 4:5.746839642524719
1 qid:102168 1:3.578693211078644 2:0.7265706658363342 3:0.9585075378417969 4:4.396573781967163
1 qid:102169 1:3.378919839859009 2:0.776986300945282 3:0.893518328666687 4:3.8834494948387146
1 qid:102169 1:3.4294248819351196 2:0.7427459955215454 3:0.8261823058128357 4:3.85950243473053
2 qid:102169 1:3.5674734711647034 2:0.7793692350387573 3:1.1823937892913818 4:4.753581404685974
1 qid:102169 1:3.188434898853302 2:0.724026083946228 3:0.6094890832901001 4:2.536247819662094
1 qid:102170 1:1.3139207810163498 2:0.3151977062225342 3:0.5127514600753784 4:2.3605575263500214
2 qid:102170 1:1.4910078346729279 2:0.4078202247619629 3:0.5176237225532532 4:2.38248810172081
1 qid:102170 1:1.1902863532304764 2:0.29408180713653564 3:0.5053697824478149 4:2.3260863721370697
1 qid:102170 1:1.626136600971222 2:0.3704783320426941 3:0.642090380191803 4:2.7885788679122925
1 qid:102171 1:1.7131786346435547 2:0.37183183431625366 3:0.5716924667358398 4:2.5328418016433716
2 qid:102171 1:1.6533173620700836 2:0.3745647966861725 3:0.5795916318893433 4:2.567838430404663
1 qid:102171 1:1.9381127953529358 2:0.430637925863266 3:0.7319915890693665 4:3.2067288756370544
1 qid:102171 1:1.6163010597229004 2:0.35026463866233826 3:0.5365400314331055 4:2.4126971065998077
2 qid:102172 1:1.188019037246704 2:0.26944321393966675 3:0.44760531187057495 4:1.849137008190155
1 qid:102172 1:1.0989466458559036 2:0.23128612339496613 3:0.4432682394981384 4:1.758594036102295
1 qid:102172 1:1.203825667500496 2:0.29568585753440857 3:0.44940051436424255 4:1.7829228639602661
1 qid:102172 1:1.1332557201385498 2:0.2593913972377777 3:0.4443844258785248 4:1.7630223333835602
2 qid:102173 1:1.88716721534729 2:0.5579099059104919 3:6.8794989585876465 4:11.080317735671997
1 qid:102173 1:1.4491580128669739 2:0.3249416947364807 3:4.581752777099609 4:7.5427820682525635
1 qid:102173 1:1.9914778470993042 2:0.5076212286949158 3:2.9584052562713623 4:6.499996662139893
1 qid:102173 1:2.302501291036606 2:0.5517879128456116 3:2.633951425552368 4:5.666891157627106
2 qid:102174 1:2.1360915303230286 2:0.4846411645412445 3:1.0481027364730835 4:4.390339255332947
1 qid:102174 1:2.139848083257675 2:0.4569718837738037 3:0.9714792966842651 4:4.06937575340271
1 qid:102174 1:2.6314914226531982 2:0.6455084681510925 3:1.1175858974456787 4:5.046543478965759
1 qid:102174 1:2.358661413192749 2:0.5390499234199524 3:1.1350338459014893 4:4.8051881194114685
1 qid:102175 1:4.087287604808807 2:0.8743773698806763 3:1.6432806253433228 4:6.576598525047302
1 qid:102175 1:4.087287604808807 2:0.8743773698806763 3:1.6432806253433228 4:6.576598525047302
2 qid:102175 1:3.944069266319275 2:0.9696323275566101 3:2.1322693824768066 4:7.5557897090911865
1 qid:102175 1:3.944069266319275 2:0.9696323275566101 3:2.1322693824768066 4:7.5557897090911865
2 qid:102176 1:1.8703000247478485 2:0.49873408675193787 3:1.940767526626587 4:7.578283309936523
1 qid:102176 1:2.03505077958107 2:0.4584878385066986 3:2.2404556274414062 4:8.348036646842957
1 qid:102176 1:1.7249089479446411 2:0.39470815658569336 3:1.5158559083938599 4:5.935645699501038
1 qid:102176 1:1.8670257925987244 2:0.4546959400177002 3:0.9534918665885925 4:4.492536127567291
1 qid:102177 1:5.4954952001571655 2:1.3564064502716064 3:1.911408543586731 4:7.110151290893555
1 qid:102177 1:4.457152187824249 2:0.9961351156234741 3:1.8749771118164062 4:6.974632143974304
1 qid:102177 1:4.206051409244537 2:1.0125609636306763 3:1.8524621725082397 4:6.89087986946106
2 qid:102177 1:6.010736584663391 2:1.3879859447479248 3:2.624162435531616 4:9.682916522026062
2 qid:102178 1:3.159704327583313 2:0.7478744983673096 3:0.8536928296089172 4:3.9728378653526306
1 qid:102178 1:2.523599326610565 2:0.6139232516288757 3:1.2015241384506226 4:5.5081294775009155
1 qid:102178 1:2.6016644835472107 2:0.5446662306785583 3:1.1211116313934326 4:4.917112588882446
1 qid:102178 1:1.809546798467636 2:0.38603052496910095 3:0.8445620536804199 4:3.7164211869239807
2 qid:102179 1:1.48539599776268 2:0.31187903881073 3:0.6095289587974548 4:2.658089756965637
1 qid:102179 1:1.2504024356603622 2:0.2661857306957245 3:0.47520580887794495 4:2.119016706943512
1 qid:102179 1:1.1076879352331161 2:0.2878127694129944 3:0.3345555067062378 4:1.666109561920166
1 qid:102179 1:1.5428938567638397 2:0.3463822901248932 3:0.4194183945655823 4:1.6909379363059998
1 qid:102180 1:2.0225444734096527 2:0.4711350202560425 3:0.5597944855690002 4:2.4004427194595337
1 qid:102180 1:2.2625098824501038 2:0.4905509054660797 3:0.7504838109016418 4:2.7208961844444275
2 qid:102180 1:2.9791629910469055 2:0.6320770978927612 3:0.8872056007385254 4:3.884809195995331
1 qid:102180 1:2.066942036151886 2:0.4814770519733429 3:0.5603652000427246 4:2.4463450610637665
1 qid:102181 1:6.454184651374817 2:1.4466434717178345 3:4.040678024291992 4:16.456942558288574
2 qid:102181 1:6.020109295845032 2:1.353971004486084 3:4.011059761047363 4:15.722497463226318
1 qid:102181 1:5.582409620285034 2:1.3566184043884277 3:2.615365505218506 4:13.07682752609253
1 qid:102181 1:7.3842164278030396 2:2.008232593536377 3:4.48951530456543 4:16.369872331619263
1 qid:102182 1:4.544697999954224 2:1.0111931562423706 3:1.4477980136871338 4:6.377211213111877
1 qid:102182 1:4.629266321659088 2:1.0746970176696777 3:1.5628236532211304 4:5.85739004611969
2 qid:102182 1:4.191778182983398 2:0.9258525371551514 3:1.7505723237991333 4:5.983281493186951
1 qid:102182 1:5.082326591014862 2:1.0678257942199707 3:1.4636600017547607 4:6.638711094856262
1 qid:102183 1:2.4028916358947754 2:0.6808286905288696 3:0.4190217852592468 4:1.9179042279720306
1 qid:102183 1:2.2980783879756927 2:0.6798199415206909 3:0.4047611653804779 4:1.8111703395843506
2 qid:102183 1:3.7779881060123444 2:1.1621516942977905 3:1.0334866046905518 4:4.187141001224518
1 qid:102183 1:2.1475427746772766 2:0.6176192760467529 3:0.37088197469711304 4:1.6477997303009033
2 qid:102184 1:6.876753330230713 2:2.0966787338256836 3:1.3373616933822632 4:6.065233469009399
1 qid:102184 1:5.236166059970856 2:1.5743160247802734 3:0.9236589074134827 4:4.4439749121665955
1 qid:102184 1:4.413770914077759 2:1.2536425590515137 3:1.3576205968856812 4:5.461126685142517
1 qid:102184 1:3.4608075618743896 2:1.0691152811050415 3:0.952041745185852 4:3.942453920841217
1 qid:102185 1:10.2935870885849 2:2.2818567752838135 3:3.7947583198547363 4:18.527632474899292
1 qid:102185 1:7.17576789855957 2:1.8367913961410522 3:4.046226501464844 4:17.510444164276123
2 qid:102185 1:8.21950912475586 2:2.2494394779205322 3:3.088130235671997 4:14.183727502822876
1 qid:102185 1:5.565860331058502 2:1.4432213306427002 3:2.612626075744629 4:12.985046148300171
1 qid:102186 1:1.7765096127986908 2:0.38104572892189026 3:1.1245224475860596 4:5.34856653213501
1 qid:102186 1:1.80571711063385 2:0.3873104751110077 3:1.2441818714141846 4:5.951284050941467
2 qid:102186 1:1.8253847062587738 2:0.37809255719184875 3:1.702291488647461 4:7.485790491104126
1 qid:102186 1:1.8336941599845886 2:0.38954049348831177 3:1.1868864297866821 4:5.713916659355164
1 qid:102187 1:3.9817697405815125 2:0.880126416683197 3:0.983271598815918 4:4.2980886697769165
2 qid:102187 1:4.931609809398651 2:1.0387197732925415 3:1.6270689964294434 4:5.753834843635559
1 qid:102187 1:3.2179800271987915 2:0.7047271132469177 3:0.977466344833374 4:4.23450642824173
1 qid:102187 1:4.051321387290955 2:0.9093419909477234 3:1.0076290369033813 4:4.495691955089569
1 qid:102188 1:2.039973795413971 2:0.5182303190231323 3:0.7211529016494751 4:3.18438321352005
2 qid:102188 1:1.3516768664121628 2:0.3314419388771057 3:0.5034372806549072 4:2.293607473373413
1 qid:102188 1:1.0227780640125275 2:0.2267465889453888 3:0.39718902111053467 4:1.7294394969940186
1 qid:102188 1:1.5075838267803192 2:0.3899969756603241 3:0.5066608786582947 4:2.413483440876007
1 qid:102189 1:4.313694715499878 2:1.2583087682724 3:2.21516752243042 4:10.585779666900635
1 qid:102189 1:4.6938958168029785 2:1.3692138195037842 3:2.2632107734680176 4:10.815367937088013
1 qid:102189 1:4.686702489852905 2:1.3671156167984009 3:2.534485340118408 4:11.193552017211914
2 qid:102189 1:4.663679897785187 2:1.360399842262268 3:2.8014492988586426 4:12.666392803192139
1 qid:102190 1:6.064055800437927 2:1.371675968170166 3:1.887547492980957 4:7.612538456916809
1 qid:102190 1:5.926935434341431 2:1.385472059249878 3:2.1301190853118896 4:8.648526430130005
2 qid:102190 1:6.279938340187073 2:1.5058481693267822 3:2.1402292251586914 4:8.689573884010315
1 qid:102190 1:5.36150598526001 2:1.3104966878890991 3:1.8777625560760498 4:7.51038384437561
2 qid:102191 1:2.2260464131832123 2:0.5257858037948608 3:1.270725131034851 4:5.2917362451553345
1 qid:102191 1:2.751518964767456 2:0.676628589630127 3:1.4992672204971313 4:6.193105936050415
1 qid:102191 1:3.2519049644470215 2:0.7160308957099915 3:1.395453691482544 4:6.078145980834961
1 qid:102191 1:3.70786714553833 2:0.7692165374755859 3:1.5858474969863892 4:7.229323506355286
1 qid:102192 1:5.5145294070243835 2:1.3131685256958008 3:1.3879754543304443 4:6.855031371116638
1 qid:102192 1:5.1236013770103455 2:1.1400773525238037 3:1.4892886877059937 4:7.064757704734802
2 qid:102192 1:5.679462134838104 2:1.2637646198272705 3:1.6417559385299683 4:7.876897692680359
1 qid:102192 1:5.133431434631348 2:1.2224180698394775 3:1.2926445007324219 4:6.384204149246216
1 qid:102193 1:2.5226829946041107 2:0.5665783882141113 3:0.5947006940841675 4:2.532221019268036
2 qid:102193 1:2.5477676689624786 2:0.5749090909957886 3:0.71061110496521 4:3.1458311080932617
1 qid:102193 1:2.2544438540935516 2:0.5402875542640686 3:0.4718013405799866 4:2.1636603474617004
1 qid:102193 1:1.9056322574615479 2:0.4308170974254608 3:0.3868350088596344 4:1.824620246887207
1 qid:102194 1:2.017350971698761 2:0.5214000940322876 3:1.3044856786727905 4:4.157555878162384
1 qid:102194 1:1.960880607366562 2:0.5214122533798218 3:0.7406688928604126 4:2.8540292382240295
2 qid:102194 1:2.1030020713806152 2:0.5337808728218079 3:0.9581907987594604 4:3.6654860377311707
1 qid:102194 1:1.8802696466445923 2:0.4999772012233734 3:0.7042707204818726 4:2.71527162194252
2 qid:102195 1:2.5851261019706726 2:0.6424100995063782 3:7.011510848999023 4:10.342168748378754
1 qid:102195 1:1.9872374534606934 2:0.5159136056900024 3:4.460099697113037 4:7.4767027497291565
1 qid:102195 1:1.928488701581955 2:0.5331463813781738 3:5.326916217803955 4:8.8329998254776
1 qid:102195 1:1.8428284525871277 2:0.5094649195671082 3:5.120077610015869 4:8.490023910999298
1 qid:102196 1:6.449211359024048 2:1.5778441429138184 3:2.7102274894714355 4:13.448370456695557
1 qid:102196 1:7.262389659881592 2:1.6163289546966553 3:2.789799928665161 4:13.843215227127075
2 qid:102196 1:6.731611371040344 2:1.6681145429611206 3:2.9074931144714355 4:14.427218914031982
1 qid:102196 1:7.146904468536377 2:1.7291388511657715 3:3.000826835632324 4:14.890348196029663
2 qid:102197 1:3.037841558456421 2:0.7371512055397034 3:1.3151326179504395 4:4.860837519168854
1 qid:102197 1:2.9992733001708984 2:0.7300494313240051 3:1.074576497077942 4:4.399410128593445
1 qid:102197 1:2.6904766857624054 2:0.5873445272445679 3:1.020246148109436 4:3.810613512992859
1 qid:102197 1:2.6600436568260193 2:0.5807008743286133 3:1.021411657333374 4:3.814966559410095
1 qid:102198 1:4.174534261226654 2:1.2444922924041748 3:1.1247440576553345 4:5.040752410888672
2 qid:102198 1:3.877610206604004 2:1.1559747457504272 3:1.0510835647583008 4:4.710629105567932
1 qid:102198 1:4.063866853713989 2:1.211500644683838 3:1.1041265726089478 4:4.948351323604584
1 qid:102198 1:4.162272155284882 2:1.234169363975525 3:1.120915174484253 4:5.023592472076416
1 qid:102199 1:2.225506842136383 2:0.7722503542900085 3:0.5642958283424377 4:2.6477510929107666
1 qid:102199 1:2.4240819215774536 2:0.6690926551818848 3:0.8256778717041016 4:3.935061454772949
2 qid:102199 1:1.8940941393375397 2:0.45678600668907166 3:0.5882099270820618 4:2.7645293474197388
1 qid:102199 1:2.9563324451446533 2:0.6870923638343811 3:0.8017644286155701 4:3.5745965242385864
1 qid:102200 1:4.092425763607025 2:0.8546620607376099 3:3.785548448562622 4:10.827747464179993
2 qid:102200 1:4.782310962677002 2:1.015432596206665 3:6.208472728729248 4:13.030148983001709
1 qid:102200 1:5.757154703140259 2:1.197351098060608 3:4.157752990722656 4:13.196045398712158
1 qid:102200 1:6.40431535243988 2:1.5284414291381836 3:4.287744998931885 4:13.740078687667847
1 qid:102201 1:3.3662883639335632 2:0.9318870902061462 3:1.6145901679992676 4:7.227579593658447
2 qid:102201 1:5.1755757331848145 2:1.5000338554382324 3:2.464336395263672 4:12.003077745437622
1 qid:102201 1:3.1384332180023193 2:0.8644707202911377 3:1.6723906993865967 4:7.455082535743713
1 qid:102201 1:2.9167072474956512 2:0.7713433504104614 3:1.3566818237304688 4:6.073074460029602
1 qid:102202 1:2.6755053400993347 2:0.5836099982261658 3:1.0752313137054443 4:4.939815878868103
2 qid:102202 1:2.5416101217269897 2:0.5946459770202637 3:1.1234102249145508 4:5.189160704612732
1 qid:102202 1:2.433976799249649 2:0.6319319605827332 3:1.0417200326919556 4:4.815859138965607
1 qid:102202 1:2.2752427756786346 2:0.4917980134487152 3:1.0649627447128296 4:4.582968831062317
2 qid:102203 1:3.7741310596466064 2:0.9629021883010864 3:1.0783952474594116 4:4.640463054180145
1 qid:102203 1:2.844308525323868 2:0.9133896231651306 3:0.7751615047454834 4:3.5698137283325195
1 qid:102203 1:2.676461100578308 2:0.7530757784843445 3:0.9874846935272217 4:4.5415539145469666
1 qid:102203 1:1.7064714431762695 2:0.47264528274536133 3:0.6358664035797119 4:2.6135169863700867
1 qid:102204 1:3.114901125431061 2:0.6955594420433044 3:1.2506184577941895 4:4.892595708370209
2 qid:102204 1:4.302089333534241 2:0.893058717250824 3:2.0085525512695312 4:9.274505138397217
1 qid:102204 1:4.32325679063797 2:0.8965988159179688 3:2.285982131958008 4:7.585308909416199
1 qid:102204 1:3.27911239862442 2:0.7322279810905457 3:1.2755316495895386 4:5.151439785957336
1 qid:102205 1:4.745419800281525 2:1.0796107053756714 3:1.955034613609314 4:8.93730103969574
1 qid:102205 1:6.929508566856384 2:1.5913132429122925 3:2.968271493911743 4:12.862194776535034
2 qid:102205 1:8.281659245491028 2:1.885193943977356 3:3.7182023525238037 4:16.732510089874268
1 qid:102205 1:6.685080409049988 2:1.4896626472473145 3:3.0361666679382324 4:13.167048454284668
1 qid:102206 1:2.7147693634033203 2:0.6989416480064392 3:1.9590082168579102 4:6.707813262939453
1 qid:102206 1:1.846230298280716 2:0.4105653464794159 3:0.8670265674591064 4:3.556733191013336
1 qid:102206 1:2.19739106297493 2:0.4640018939971924 3:0.9917688369750977 4:4.697018980979919
2 qid:102206 1:2.7606188654899597 2:0.6382050514221191 3:1.070932388305664 4:4.7538047432899475
1 qid:102207 1:1.1903860419988632 2:0.3428640365600586 3:1.1259517669677734 4:3.735322415828705
2 qid:102207 1:1.2945980578660965 2:0.36850830912590027 3:0.9338955283164978 4:3.7137513756752014
1 qid:102207 1:2.1629119515419006 2:0.6642873287200928 3:1.1713160276412964 4:3.8386270403862
1 qid:102207 1:1.371327131986618 2:0.35579168796539307 3:1.2479642629623413 4:4.49406498670578
2 qid:102208 1:3.0376992523670197 2:0.7043941617012024 3:0.767375648021698 4:3.213988423347473
1 qid:102208 1:2.7565149068832397 2:0.613847553730011 3:1.1006824970245361 4:4.929060637950897
1 qid:102208 1:2.966551333665848 2:0.7189511060714722 3:1.0430063009262085 4:4.31128466129303
